item_id,baseline,source_file,reference,classification,reference_scope,priority,change_type,proposed_action,code_change_required,configuration_change_required,reason,current_status
PATH-0141,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v2_force_module.md,/tmp/openworldtactile_uipc_v2_regression,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0142,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v2_force_module.md,/tmp/openworldtactile_uipc_v2_force_core_test/summary.json,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0143,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v2_force_module.md,/tmp/openworldtactile_uipc_v2_regression/fxyz.npy,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0144,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v2_force_module.md,/tmp/openworldtactile_uipc_v2_regression/metadata.json,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0145,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v2_force_module.md,/tmp/openworldtactile_uipc_v2_regression/preview_force.png,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0146,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v3_validation_suite.md,/tmp/openworldtactile_uipc_v3_validation,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0147,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v3_validation_suite.md,/tmp/openworldtactile_uipc_v3_validation/,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0148,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v3_validation_suite.md,/tmp/openworldtactile_uipc_v3_validation,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0149,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v3_validation_suite.md,/tmp/openworldtactile_uipc_v3_validation_full,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0150,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v4_sensor_mounted_contact.md,/tmp/openworldtactile_uipc_v4_mounted_contact,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0151,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v4_sensor_mounted_contact.md,/tmp/openworldtactile_uipc_v4_mounted_contact,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0152,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v5_insert_debug_integration.md,/tmp/openworldtactile_uipc_v5_insert_debug/,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0153,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v5_insert_debug_integration.md,/tmp/openworldtactile_uipc_v5_insert_debug,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0154,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v6_2_grasp.md,/tmp/openworldtactile_uipc_v5_new_7f_contract_verified,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0155,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v6_2_grasp.md,/tmp/openworldtactile_uipc_v6_2_workspace,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0156,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v6_2_grasp.md,/tmp/openworldtactile_uipc_v6_2_run,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0157,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v6_2_grasp.md,/tmp/openworldtactile_uipc_v6_2_run,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0158,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v6_2_grasp.md,/tmp/openworldtactile_uipc_v6_2_run,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0159,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v6_hdf5_dataset_pipeline.md,/tmp/openworldtactile_uipc_v6_dataset,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0160,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v6_hdf5_dataset_pipeline.md,/tmp/openworldtactile_uipc_v6_dataset,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0161,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v7_dataset_quality_iteration.md,/tmp/openworldtactile_uipc_v7_quality,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0162,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v7_dataset_quality_iteration.md,/tmp/openworldtactile_uipc_v7_dataset,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0163,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v7_dataset_quality_iteration.md,/tmp/openworldtactile_uipc_v7_dataset,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0164,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v7_dataset_quality_iteration.md,/tmp/openworldtactile_uipc_v7_quality,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0165,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v8_force_calibration.md,/tmp/openworldtactile_uipc_v8_calibration,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0166,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v8_force_calibration.md,/tmp/openworldtactile_uipc_v8_calibration,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0167,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v8_force_calibration.md,/tmp/openworldtactile_uipc_v8_calibration/calibration_params.json,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0168,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/OpenWorldTactile_v8_force_calibration.md,/tmp/openworldtactile_uipc_v8_calibrated_dataset,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0169,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_link8_adjusted_launch.md,/tmp/openworldtactile_uipc_pad_loaded_adjusted/metadata.json,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0170,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_link8_adjusted_launch.md,/tmp/openworldtactile_uipc_pad_loaded_adjusted/camera_rgb/,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0171,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_link8_adjusted_launch.md,/tmp/my_uipc_pad_run,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0172,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_link8_adjusted_launch.md,/tmp/my_uipc_pad_refine,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0173,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7a_membrane_deformation_probe.md,/tmp/openworldtactile_uipc_v5_new_7a_gui,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0174,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7a_membrane_deformation_probe.md,/tmp/openworldtactile_uipc_v5_new_7a_membrane_deformation_probe,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0175,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7b_membrane_contact_probe.md,/tmp/openworldtactile_uipc_v5_new_7b_membrane_contact_probe,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0176,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7b_membrane_contact_probe.md,/tmp/openworldtactile_uipc_v5_new_7b_membrane_contact_probe/verdict.json,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0177,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7c_attachment_follow_validation.md,/tmp/openworldtactile_uipc_v5_new_7c_attachment_follow_validation,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0178,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7c_attachment_follow_validation.md,/tmp/openworldtactile_uipc_v5_new_7c_attachment_follow_validation,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0179,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7c_attachment_follow_validation.md,/tmp/openworldtactile_uipc_v5_new_7c_attachment_follow_validation/verdict.json,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0180,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7c_pad_uipc_follow_probe.md,/tmp/openworldtactile_uipc_v5_new_7c_pad_follow_gui,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0181,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7c_pad_uipc_follow_probe.md,/tmp/openworldtactile_uipc_v5_new_7c_pad_follow_gui_ws,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0182,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7c_pad_uipc_follow_probe.md,/tmp/openworldtactile_uipc_v5_new_7c_pad_follow_check,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0183,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7c_pad_uipc_follow_probe.md,/tmp/openworldtactile_uipc_v5_new_7c_pad_follow_check_ws,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0184,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7d_backface_attachment_follow.md,/tmp/openworldtactile_uipc_v5_new_7d_gui,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0185,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7d_backface_attachment_follow.md,/tmp/openworldtactile_uipc_v5_new_7d_gui_ws,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0186,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7d_backface_attachment_follow.md,/tmp/openworldtactile_uipc_v5_new_7d_check,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0187,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7d_backface_attachment_follow.md,/tmp/openworldtactile_uipc_v5_new_7d_check_ws,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0188,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7e_static_indenter_contact_deformation.md,/tmp/openworldtactile_uipc_v5_new_7e_gui,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0189,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7e_static_indenter_contact_deformation.md,/tmp/openworldtactile_uipc_v5_new_7e_gui_ws,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0190,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7e_static_indenter_contact_deformation.md,/tmp/openworldtactile_uipc_v5_new_7e_check,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0191,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7e_static_indenter_contact_deformation.md,/tmp/openworldtactile_uipc_v5_new_7e_check_ws,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0192,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_rigid,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0193,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_rigid_ws,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0194,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_normal_${repeat},runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0195,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_normal_${repeat}_ws,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0196,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_rigid,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0197,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_normal_0,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0198,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_normal_1,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0199,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_normal_2,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0200,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_normal_3,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0201,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_normal_4,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0202,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_contract_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_contract,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0203,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_field_probe.md,/tmp/openworldtactile_uipc_v5_new_7e_check,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0204,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_field_probe.md,/tmp/openworldtactile_uipc_v5_new_7e_check_ws,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0205,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_field_probe.md,/tmp/openworldtactile_uipc_v5_new_7e_check,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0206,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7f_deformation_field_probe.md,/tmp/openworldtactile_uipc_v5_new_7f_deformation_field,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0207,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7g_deformation_based_force_estimator.md,/tmp/openworldtactile_uipc_v5_new_7f_contract_verified,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0208,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7g_deformation_based_force_estimator.md,/tmp/openworldtactile_uipc_v5_new_7g_snapshot,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0209,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7g_deformation_based_force_estimator.md,/tmp/openworldtactile_uipc_v5_new_7f_contract_verified,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0210,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/docs/UIPC_Pad_v5_new_7g_deformation_based_force_estimator.md,/tmp/openworldtactile_uipc_v5_new_7f_contract_verified/diagnostics/primary_surface_displacement_history_pad_local.npy,runtime_output_or_temporary_path,documentation,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
